country,district_id,district_name,time,year,label,elev_std,rainfall_std,ntl_std,temp_std,travel_std,pop_dens_std,poverty_std
BFA,224,Peni,2,2021,DHS 2021,1.3833130448994126,1.6334384878030288,-0.05076369892735668,-0.3828306005105501,-0.4046837847184652,-0.8038669130381209,-1.3744316429838912
BFA,225,Satiri,1,2010,DHS 2010,0.46718206378919025,1.7353526011040161,-0.14833133318376757,-1.4187201046669429,0.28274401258847903,-0.8393100808269957,-1.3744316429838912
BFA,225,Satiri,2,2021,DHS 2021,0.46718206378919025,0.3394616154450757,-0.14491450941114867,0.14405974766769775,0.28274401258847903,-0.8393100808269957,-1.3744316429838912
BFA,226,Toussiana,1,2010,DHS 2010,3.6308827716996013,1.878605532948575,-0.12218876434901371,-2.1430713314656713,-0.6474160933649977,-0.6801416365808985,-1.3744316429838912
BFA,226,Toussiana,2,2021,DHS 2021,3.6308827716996013,1.218578021816139,-0.11820861926816266,-1.02717136336725,-0.6474160933649977,-0.6801416365808985,-1.3744316429838912
BFA,227,Banzon,1,2010,DHS 2010,0.7988287804584701,1.9493574580647182,-0.14833133318376757,-2.1398456547542963,0.6386348559181754,1.3194345239615046,0.4564127461428598
BFA,227,Banzon,2,2021,DHS 2021,0.7988287804584701,0.9960097817192963,-0.13896253854701043,-0.6500566044808029,0.6386348559181754,1.3194345239615046,0.4564127461428598
BFA,228,Djigouera,1,2010,DHS 2010,2.5332277224083177,2.191380125272709,-0.14833133318376757,-2.299150934950329,0.09280188759278468,-0.5374003467598975,0.4564127461428598
BFA,228,Djigouera,2,2021,DHS 2021,2.5332277224083177,1.3861271753522968,-0.14833133318376757,-0.842655288515113,0.09280188759278468,-0.5374003467598975,0.4564127461428598
BFA,229,Kangala,1,2010,DHS 2010,5.020080297710741,2.3304129529299114,-0.14833133318376757,-2.9349881193966274,-0.706186429680882,-0.10354391968394927,0.4564127461428598
BFA,229,Kangala,2,2021,DHS 2021,5.020080297710741,1.4838598476549314,-0.09091812494213254,-1.6165756419388868,-0.706186429680882,-0.10354391968394927,0.4564127461428598
BFA,230,Kayan,1,2010,DHS 2010,0.9283481259071128,1.832618577921686,-0.14833133318376757,-2.3690476131839255,1.0117104777540142,-0.5569776216271769,0.4564127461428598
BFA,230,Kayan,2,2021,DHS 2021,0.9283481259071128,0.15205925650764723,-0.14833133318376757,-0.9914731728126523,1.0117104777540142,-0.5569776216271769,0.4564127461428598
BFA,231,Koloko,1,2010,DHS 2010,3.3258583305215415,2.289137774679744,-0.14833133318376757,-3.064062546889806,-0.06756045004164014,-0.9279733864589436,0.4564127461428598
BFA,231,Koloko,2,2021,DHS 2021,3.3258583305215415,1.2192086081642255,-0.11928129933820442,-1.7673983921859204,-0.06756045004164014,-0.9279733864589436,0.4564127461428598
BFA,232,Kourinion,1,2010,DHS 2010,3.480252981408363,2.135305499437013,-0.1462273014145024,-2.1410927760929517,-0.9624075006287307,-0.37859545052176974,-0.4267349479711658
BFA,232,Kourinion,2,2021,DHS 2021,3.480252981408363,1.4450252404416066,-0.10703085389171743,-0.7963065764860894,-0.9624075006287307,-0.37859545052176974,-0.4267349479711658
BFA,233,Kourouma,1,2010,DHS 2010,1.109918904517401,1.9651279333528353,-0.005972226785062141,-2.3238144696097334,0.6110125297220887,-0.4604387503536622,0.4564127461428598
BFA,233,Kourouma,2,2021,DHS 2021,1.109918904517401,0.5853935416438755,-0.11281103957072064,-0.924681142637322,0.6110125297220887,-0.4604387503536622,0.4564127461428598
BFA,234,Morolaba,1,2010,DHS 2010,0.5631486406332247,1.901005547618419,-0.14833133318376757,-2.4044984843169335,3.0877117709915947,-1.05049626407605,0.4564127461428598
BFA,234,Morolaba,2,2021,DHS 2021,0.5631486406332247,0.17488080258326597,-0.14833133318376757,-1.1387860921192599,3.0877117709915947,-1.05049626407605,0.4564127461428598
BFA,235,N'dorola,1,2010,DHS 2010,1.1628111254051077,1.791424147570677,-0.10031268938584906,-2.373772992770899,1.673633379891026,-0.5358446385227359,0.4564127461428598
BFA,235,N'dorola,2,2021,DHS 2021,1.1628111254051077,0.24746768949256545,-0.13905466967278848,-0.9990821916130672,1.673633379891026,-0.5358446385227359,0.4564127461428598
BFA,236,Orodara,1,2010,DHS 2010,4.894993771995609,2.1221042443810068,0.15833651874959018,-2.3552345603823603,-1.1167991413064915,0.6386584293142625,0.4564127461428598
BFA,236,Orodara,2,2021,DHS 2021,4.894993771995609,1.3004303880017167,0.23650712599815155,-1.0671950127420144,-1.1167991413064915,0.6386584293142625,0.4564127461428598
BFA,237,Samogohiri,1,2010,DHS 2010,4.614025201868742,2.0523941724552723,-0.14833133318376757,-2.7971838425328595,-0.6970519563240328,-1.6242487591859622,0.4564127461428598
BFA,237,Samogohiri,2,2021,DHS 2021,4.614025201868742,1.325373619342926,-0.11892532640948443,-1.4561179584805521,-0.6970519563240328,-1.6242487591859622,0.4564127461428598
